flight_date,marketing_airline,flight_number,origin,destination,destination_city,scheduled_departure,departure_delay_min,departure_delayed_15,arrival_delay_min,arrival_delayed_15,cancelled,cancellation_code,diverted,air_time_min,distance_miles
2025-10-22,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,134.00,1199.00
2025-10-23,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,135.00,1199.00
2025-10-24,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,150.00,1199.00
2025-10-25,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,155.00,1199.00
2025-10-26,DL,840,DEN,ATL,"Atlanta, GA",1647,7.00,0.00,2.00,0.00,0.00,,0.00,154.00,1199.00
2025-10-27,DL,840,DEN,ATL,"Atlanta, GA",1647,13.00,0.00,0.00,0.00,0.00,,0.00,140.00,1199.00
2025-10-28,DL,840,DEN,ATL,"Atlanta, GA",1647,19.00,1.00,0.00,0.00,0.00,,0.00,135.00,1199.00
2025-10-29,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,142.00,1199.00
2025-10-30,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,134.00,1199.00
2025-10-31,DL,840,DEN,ATL,"Atlanta, GA",1647,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1199.00
2025-10-01,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1199.00
2025-10-02,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1199.00
2025-10-03,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,144.00,1199.00
2025-10-04,DL,995,DEN,ATL,"Atlanta, GA",1210,4.00,0.00,0.00,0.00,0.00,,0.00,145.00,1199.00
2025-10-05,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,148.00,1199.00
2025-10-06,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,137.00,1199.00
2025-10-07,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,135.00,1199.00
2025-10-08,DL,995,DEN,ATL,"Atlanta, GA",1250,11.00,0.00,3.00,0.00,0.00,,0.00,138.00,1199.00
2025-10-09,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,137.00,1199.00
2025-10-10,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,,,0.00,,1.00,,1199.00
2025-10-11,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1199.00
2025-10-12,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1199.00
2025-10-13,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1199.00
2025-10-14,DL,995,DEN,ATL,"Atlanta, GA",1250,1.00,0.00,6.00,0.00,0.00,,0.00,144.00,1199.00
2025-10-15,DL,995,DEN,ATL,"Atlanta, GA",1250,28.00,1.00,24.00,1.00,0.00,,0.00,143.00,1199.00
2025-10-16,DL,995,DEN,ATL,"Atlanta, GA",1250,6.00,0.00,7.00,0.00,0.00,,0.00,148.00,1199.00
2025-10-17,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1199.00
2025-10-18,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,21.00,1.00,0.00,,0.00,174.00,1199.00
2025-10-19,DL,995,DEN,ATL,"Atlanta, GA",1250,3.00,0.00,0.00,0.00,0.00,,0.00,138.00,1199.00
2025-10-20,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,133.00,1199.00
2025-10-21,DL,995,DEN,ATL,"Atlanta, GA",1250,55.00,1.00,38.00,1.00,0.00,,0.00,131.00,1199.00
2025-10-22,DL,995,DEN,ATL,"Atlanta, GA",1250,19.00,1.00,6.00,0.00,0.00,,0.00,132.00,1199.00
2025-10-23,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1199.00
2025-10-24,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,1.00,0.00,0.00,,0.00,150.00,1199.00
2025-10-25,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,155.00,1199.00
2025-10-26,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,149.00,1199.00
2025-10-27,DL,995,DEN,ATL,"Atlanta, GA",1250,49.00,1.00,51.00,1.00,0.00,,0.00,133.00,1199.00
2025-10-28,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1199.00
2025-10-29,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1199.00
2025-10-30,DL,995,DEN,ATL,"Atlanta, GA",1250,0.00,0.00,0.00,0.00,0.00,,0.00,135.00,1199.00
2025-10-31,DL,995,DEN,ATL,"Atlanta, GA",1210,0.00,0.00,0.00,0.00,0.00,,0.00,139.00,1199.00
2025-10-01,DL,1035,DEN,ATL,"Atlanta, GA",1400,1.00,0.00,0.00,0.00,0.00,,0.00,142.00,1199.00
2025-10-02,DL,1035,DEN,ATL,"Atlanta, GA",1400,1.00,0.00,0.00,0.00,0.00,,0.00,144.00,1199.00
2025-10-03,DL,1035,DEN,ATL,"Atlanta, GA",1400,1.00,0.00,1.00,0.00,0.00,,0.00,142.00,1199.00
2025-10-04,DL,1035,DEN,ATL,"Atlanta, GA",1400,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1199.00
2025-10-05,DL,1035,DEN,ATL,"Atlanta, GA",1400,4.00,0.00,0.00,0.00,0.00,,0.00,143.00,1199.00
2025-10-06,DL,1035,DEN,ATL,"Atlanta, GA",1457,65.00,1.00,52.00,1.00,0.00,,0.00,140.00,1199.00
2025-10-07,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,149.00,1199.00
2025-10-08,DL,1035,DEN,ATL,"Atlanta, GA",1457,17.00,1.00,0.00,0.00,0.00,,0.00,136.00,1199.00
2025-10-09,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,150.00,1199.00
2025-10-10,DL,1035,DEN,ATL,"Atlanta, GA",1457,8.00,0.00,0.00,0.00,0.00,,0.00,138.00,1199.00
2025-10-11,DL,1035,DEN,ATL,"Atlanta, GA",1400,0.00,0.00,0.00,0.00,0.00,,0.00,142.00,1199.00
2025-10-12,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,139.00,1199.00
2025-10-13,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1199.00
2025-10-14,DL,1035,DEN,ATL,"Atlanta, GA",1457,33.00,1.00,25.00,1.00,0.00,,0.00,143.00,1199.00
2025-10-15,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,147.00,1199.00
2025-10-16,DL,1035,DEN,ATL,"Atlanta, GA",1457,24.00,1.00,29.00,1.00,0.00,,0.00,152.00,1199.00
2025-10-17,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,139.00,1199.00
2025-10-18,DL,1035,DEN,ATL,"Atlanta, GA",1400,15.00,1.00,43.00,1.00,0.00,,0.00,179.00,1199.00
2025-10-19,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1199.00
2025-10-20,DL,1035,DEN,ATL,"Atlanta, GA",1457,23.00,1.00,4.00,0.00,0.00,,0.00,139.00,1199.00
2025-10-21,DL,1035,DEN,ATL,"Atlanta, GA",1457,23.00,1.00,0.00,0.00,0.00,,0.00,133.00,1199.00
2025-10-22,DL,1035,DEN,ATL,"Atlanta, GA",1457,7.00,0.00,0.00,0.00,0.00,,0.00,134.00,1199.00
2025-10-23,DL,1035,DEN,ATL,"Atlanta, GA",1457,6.00,0.00,0.00,0.00,0.00,,0.00,139.00,1199.00
2025-10-24,DL,1035,DEN,ATL,"Atlanta, GA",1457,60.00,1.00,47.00,1.00,0.00,,0.00,145.00,1199.00
2025-10-25,DL,1035,DEN,ATL,"Atlanta, GA",1400,33.00,1.00,36.00,1.00,0.00,,0.00,153.00,1199.00
2025-10-26,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,1.00,0.00,0.00,,0.00,153.00,1199.00
2025-10-27,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1199.00
2025-10-28,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,145.00,1199.00
2025-10-29,DL,1035,DEN,ATL,"Atlanta, GA",1457,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1199.00
2025-10-30,DL,1035,DEN,ATL,"Atlanta, GA",1457,71.00,1.00,48.00,1.00,0.00,,0.00,135.00,1199.00
2025-10-31,DL,1035,DEN,ATL,"Atlanta, GA",1400,27.00,1.00,8.00,0.00,0.00,,0.00,137.00,1199.00
2025-10-01,DL,1731,DEN,SEA,"Seattle, WA",0655,0.00,0.00,0.00,0.00,0.00,,0.00,150.00,1024.00
2025-10-02,DL,1731,DEN,SEA,"Seattle, WA",0655,0.00,0.00,0.00,0.00,0.00,,0.00,144.00,1024.00
2025-10-03,DL,1731,DEN,SEA,"Seattle, WA",0655,0.00,0.00,2.00,0.00,0.00,,0.00,144.00,1024.00
2025-10-04,DL,1731,DEN,SEA,"Seattle, WA",0610,0.00,0.00,0.00,0.00,0.00,,0.00,142.00,1024.00
2025-10-05,DL,1731,DEN,SEA,"Seattle, WA",0655,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1024.00
2025-10-06,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1024.00
2025-10-07,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,139.00,1024.00
2025-10-08,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,5.00,0.00,0.00,,0.00,152.00,1024.00
2025-10-09,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1024.00
2025-10-10,DL,1731,DEN,SEA,"Seattle, WA",0625,25.00,1.00,3.00,0.00,0.00,,0.00,141.00,1024.00
2025-10-11,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1024.00
2025-10-12,DL,1731,DEN,SEA,"Seattle, WA",0625,39.00,1.00,27.00,1.00,0.00,,0.00,153.00,1024.00
2025-10-13,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,142.00,1024.00
2025-10-14,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1024.00
2025-10-15,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,136.00,1024.00
2025-10-16,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1024.00
2025-10-17,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,156.00,1024.00
2025-10-18,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,158.00,1024.00
2025-10-19,DL,1731,DEN,SEA,"Seattle, WA",0625,54.00,1.00,38.00,1.00,0.00,,0.00,150.00,1024.00
2025-10-20,DL,1731,DEN,SEA,"Seattle, WA",0625,216.00,1.00,213.00,1.00,0.00,,0.00,160.00,1024.00
2025-10-21,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,155.00,1024.00
2025-10-22,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,147.00,1024.00
2025-10-23,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,146.00,1024.00
2025-10-24,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,146.00,1024.00
2025-10-25,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,148.00,1024.00
2025-10-26,DL,1731,DEN,SEA,"Seattle, WA",0625,11.00,0.00,16.00,1.00,0.00,,0.00,161.00,1024.00
2025-10-27,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,161.00,1024.00
2025-10-29,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,10.00,0.00,0.00,,0.00,157.00,1024.00
2025-10-30,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,0.00,0.00,0.00,,0.00,148.00,1024.00
2025-10-31,DL,1731,DEN,SEA,"Seattle, WA",0625,0.00,0.00,3.00,0.00,0.00,,0.00,156.00,1024.00
2025-10-01,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1123.00
2025-10-02,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1123.00
2025-10-03,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1123.00
2025-10-04,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,135.00,1123.00
2025-10-05,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,130.00,1123.00
2025-10-06,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,1.00,0.00,0.00,,0.00,131.00,1123.00
2025-10-07,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,139.00,1123.00
2025-10-08,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1123.00
2025-10-09,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1123.00
2025-10-10,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,136.00,1123.00
2025-10-11,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,138.00,1123.00
2025-10-12,DL,1745,DEN,DTW,"Detroit, MI",0545,1.00,0.00,0.00,0.00,0.00,,0.00,135.00,1123.00
2025-10-13,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,125.00,1123.00
2025-10-14,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,130.00,1123.00
2025-10-15,DL,1745,DEN,DTW,"Detroit, MI",0545,317.00,1.00,312.00,1.00,0.00,,0.00,129.00,1123.00
2025-10-16,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,135.00,1123.00
2025-10-17,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,133.00,1123.00
2025-10-18,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,128.00,1123.00
2025-10-19,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,6.00,0.00,0.00,,0.00,139.00,1123.00
2025-10-20,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,127.00,1123.00
2025-10-21,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,131.00,1123.00
2025-10-22,DL,1745,DEN,DTW,"Detroit, MI",0545,33.00,1.00,23.00,1.00,0.00,,0.00,136.00,1123.00
2025-10-23,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,133.00,1123.00
2025-10-24,DL,1745,DEN,DTW,"Detroit, MI",0545,18.00,1.00,8.00,0.00,0.00,,0.00,137.00,1123.00
2025-10-25,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,149.00,1123.00
2025-10-26,DL,1745,DEN,DTW,"Detroit, MI",0545,11.00,0.00,13.00,0.00,0.00,,0.00,138.00,1123.00
2025-10-27,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1123.00
2025-10-28,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,141.00,1123.00
2025-10-29,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,142.00,1123.00
2025-10-30,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,140.00,1123.00
2025-10-31,DL,1745,DEN,DTW,"Detroit, MI",0545,0.00,0.00,0.00,0.00,0.00,,0.00,133.00,1123.00
2025-10-03,DL,1761,DEN,DTW,"Detroit, MI",0045,0.00,0.00,0.00,0.00,0.00,,0.00,137.00,1123.00
2025-10-04,DL,1761,DEN,DTW,"Detroit, MI",0045,0.00,0.00,0.00,0.00,0.00,,0.00,131.00,1123.00
2025-10-06,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,129.00,1123.00
2025-10-07,DL,1761,DEN,DTW,"Detroit, MI",0055,786.00,1.00,795.00,1.00,0.00,,0.00,142.00,1123.00
2025-10-10,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,132.00,1123.00
2025-10-11,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,131.00,1123.00
2025-10-13,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,123.00,1123.00
2025-10-14,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,128.00,1123.00
2025-10-17,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,128.00,1123.00
2025-10-18,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,133.00,1123.00
2025-10-20,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,126.00,1123.00
2025-10-21,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,128.00,1123.00
2025-10-24,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,133.00,1123.00
2025-10-25,DL,1761,DEN,DTW,"Detroit, MI",0055,0.00,0.00,0.00,0.00,0.00,,0.00,143.00,1123.00
2025-10-04,DL,1849,DEN,DTW,"Detroit, MI",1555,0.00,0.00,0.00,0.00,0.00,,0.00,135.00,1123.00
2025-10-11,DL,1923,DEN,SLC,"Salt Lake City, UT",1500,0.00,0.00,0.00,0.00,0.00,,0.00,66.00,391.00
2025-10-18,DL,1923,DEN,SLC,"Salt Lake City, UT",1500,0.00,0.00,0.00,0.00,0.00,,0.00,65.00,391.00
2025-10-25,DL,1923,DEN,SLC,"Salt Lake City, UT",1500,0.00,0.00,0.00,0.00,0.00,,0.00,65.00,391.00
2025-10-01,DL,2002,DEN,LAX,"Los Angeles, CA",0630,379.00,1.00,363.00,1.00,0.00,,0.00,115.00,862.00
2025-10-02,DL,2002,DEN,LAX,"Los Angeles, CA",0630,0.00,0.00,0.00,0.00,0.00,,0.00,118.00,862.00
2025-10-03,DL,2002,DEN,LAX,"Los Angeles, CA",0630,0.00,0.00,0.00,0.00,0.00,,0.00,123.00,862.00
2025-10-04,DL,2002,DEN,LAX,"Los Angeles, CA",0630,0.00,0.00,0.00,0.00,0.00,,0.00,124.00,862.00
2025-10-05,DL,2002,DEN,LAX,"Los Angeles, CA",0630,0.00,0.00,0.00,0.00,0.00,,0.00,123.00,862.00
2025-10-06,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,126.00,862.00
2025-10-07,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,119.00,862.00
2025-10-08,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,120.00,862.00
2025-10-09,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,125.00,862.00
2025-10-10,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,124.00,862.00
2025-10-11,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,122.00,862.00
2025-10-12,DL,2002,DEN,LAX,"Los Angeles, CA",0615,2.00,0.00,21.00,1.00,0.00,,0.00,139.00,862.00
2025-10-13,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,6.00,0.00,0.00,,0.00,136.00,862.00
2025-10-14,DL,2002,DEN,LAX,"Los Angeles, CA",0615,34.00,1.00,52.00,1.00,0.00,,0.00,138.00,862.00
2025-10-15,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,129.00,862.00
2025-10-16,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,129.00,862.00
2025-10-17,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,118.00,862.00
2025-10-18,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,113.00,862.00
2025-10-19,DL,2002,DEN,LAX,"Los Angeles, CA",0615,2.00,0.00,6.00,0.00,0.00,,0.00,119.00,862.00
2025-10-20,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,139.00,862.00
2025-10-21,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,120.00,862.00
2025-10-22,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,129.00,862.00
2025-10-23,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,118.00,862.00
2025-10-24,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,113.00,862.00
2025-10-25,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,113.00,862.00
2025-10-26,DL,2002,DEN,LAX,"Los Angeles, CA",0615,4.00,0.00,2.00,0.00,0.00,,0.00,118.00,862.00
2025-10-27,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,122.00,862.00
2025-10-28,DL,2002,DEN,LAX,"Los Angeles, CA",0615,0.00,0.00,0.00,0.00,0.00,,0.00,115.00,862.00
