date,state,death,deathConfirmed,deathIncrease,deathProbable
7/5/20,MI,6218,5972,0,246
7/5/20,MN,1508,1471,5,37
7/5/20,MO,1028,,1,
7/5/20,MP,2,,0,
7/5/20,MS,1111,1093,4,18
7/5/20,MT,23,,0,
7/5/20,NC,1396,1396,1,
7/5/20,ND,89,,0,
7/5/20,NE,284,,0,
7/5/20,NH,376,,0,
7/5/20,NJ,15119,13355,22,1764
7/5/20,NM,513,,0,
7/5/20,NV,534,,4,
7/5/20,NY,24904,,8,
7/5/20,OH,2911,2661,4,250
7/5/20,OK,398,,0,
7/5/20,OR,213,,4,
7/5/20,PA,6753,,4,
7/5/20,PR,155,60,0,95
7/5/20,RI,960,,0,
7/5/20,SC,820,813,7,7
7/5/20,SD,97,,0,
7/5/20,TN,646,621,9,25
7/5/20,TX,2637,,29,
7/5/20,UT,184,,3,
7/5/20,VA,1853,1746,4,107
7/5/20,VI,6,,0,
7/5/20,VT,56,56,0,
7/5/20,WA,1354,1354,2,
7/5/20,WI,803,796,0,7
7/5/20,WV,94,,0,
7/5/20,WY,20,,0,
7/4/20,AK,16,16,1,
7/4/20,AL,1007,984,1,23
7/4/20,AR,286,,5,
7/4/20,AS,0,,0,
7/4/20,AZ,1805,1690,17,115
7/4/20,CA,6313,,50,
7/4/20,CO,1701,1365,0,336
7/4/20,CT,4335,3463,0,872
7/4/20,DC,557,,2,
7/4/20,DE,512,455,0,57
7/4/20,FL,3803,3803,18,
7/4/20,GA,2857,,1,
7/4/20,GU,5,,0,
7/4/20,HI,19,19,1,
7/4/20,IA,721,,1,
7/4/20,ID,93,73,1,20
7/4/20,IL,7224,7014,9,210
7/4/20,IN,2687,2494,6,193
7/4/20,KS,277,,0,
7/4/20,KY,585,581,0,4
7/4/20,LA,3278,3170,0,108
7/4/20,MA,8172,7958,23,214
7/4/20,MD,3236,3111,13,125
7/4/20,ME,107,106,2,1
7/4/20,MI,6218,5972,3,246
7/4/20,MN,1503,1466,0,37
7/4/20,MO,1027,,1,
7/4/20,MP,2,,0,
7/4/20,MS,1107,1089,15,18
7/4/20,MT,23,,0,
7/4/20,NC,1395,1395,3,
7/4/20,ND,89,,0,
7/4/20,NE,284,,2,
7/4/20,NH,376,,1,
7/4/20,NJ,15097,13333,25,1764
7/4/20,NM,513,,2,
7/4/20,NV,530,,2,
7/4/20,NY,24896,,11,
7/4/20,OH,2907,2657,4,250
7/4/20,OK,398,,0,
7/4/20,OR,209,,0,
7/4/20,PA,6749,,3,
7/4/20,PR,155,60,1,95
7/4/20,RI,960,,0,
7/4/20,SC,813,806,20,7
7/4/20,SD,97,,0,
7/4/20,TN,637,612,4,25
7/4/20,TX,2608,,33,
7/4/20,UT,181,,0,
7/4/20,VA,1849,1745,4,104
7/4/20,VI,6,,0,
7/4/20,VT,56,56,0,
7/4/20,WA,1352,1352,10,
7/4/20,WI,803,796,0,7
7/4/20,WV,94,,1,
7/4/20,WY,20,,0,
7/3/20,AK,15,15,1,
7/3/20,AL,1006,983,21,23
7/3/20,AR,281,,2,
7/3/20,AS,0,,0,
7/3/20,AZ,1788,1673,31,115
7/3/20,CA,6263,,100,
7/3/20,CO,1701,1365,0,336
7/3/20,CT,4335,3463,9,872
7/3/20,DC,555,,1,
7/3/20,DE,512,455,2,57
7/3/20,FL,3785,3785,67,
7/3/20,GA,2856,,7,
7/3/20,GU,5,,0,
7/3/20,HI,18,18,0,
7/3/20,IA,720,,2,
7/3/20,ID,92,72,0,20
7/3/20,IL,7215,7005,27,210
7/3/20,IN,2681,2488,19,193
7/3/20,KS,277,,5,
7/3/20,KY,585,581,4,4
7/3/20,LA,3278,3170,23,108
7/3/20,MA,8149,7935,17,214
7/3/20,MD,3223,3099,11,124
7/3/20,ME,105,104,0,1
7/3/20,MI,6215,5969,3,246
7/3/20,MN,1503,1466,8,37
7/3/20,MO,1026,,4,
7/3/20,MP,2,,0,
7/3/20,MS,1092,1074,0,18
7/3/20,MT,23,,1,
7/3/20,NC,1392,1392,1,
7/3/20,ND,89,,0,
7/3/20,NE,282,,6,
7/3/20,NH,375,,2,
7/3/20,NJ,15072,13308,58,1764
7/3/20,NM,511,,8,
7/3/20,NV,528,,3,
7/3/20,NY,24885,,8,
7/3/20,OH,2903,2653,0,250
7/3/20,OK,398,,3,
7/3/20,OR,209,,1,
7/3/20,PA,6746,,34,
7/3/20,PR,154,60,1,94
7/3/20,RI,960,,1,
7/3/20,SC,793,787,9,6
7/3/20,SD,97,,0,
7/3/20,TN,633,608,13,25
7/3/20,TX,2575,,50,
7/3/20,UT,181,,5,
7/3/20,VA,1845,1741,29,104
7/3/20,VI,6,,0,
7/3/20,VT,56,56,0,
7/3/20,WA,1342,1342,3,
7/3/20,WI,803,796,3,7
7/3/20,WV,93,,0,
7/3/20,WY,20,,0,
7/2/20,AK,14,14,0,
7/2/20,AL,985,961,13,24
7/2/20,AR,279,,2,
7/2/20,AS,0,,0,
7/2/20,AZ,1757,1642,37,115
7/2/20,CA,6163,,73,
7/2/20,CO,1701,1365,4,336
7/2/20,CT,4326,3459,2,867
7/2/20,DC,554,,1,
7/2/20,DE,510,453,1,57
7/2/20,FL,3718,3718,68,
7/2/20,GA,2849,,22,
7/2/20,GU,5,,0,
7/2/20,HI,18,18,0,
7/2/20,IA,718,,1,
7/2/20,ID,92,72,0,20
7/2/20,IL,7188,6987,36,201
7/2/20,IN,2662,2469,12,193
7/2/20,KS,272,,0,
7/2/20,KY,581,577,9,4
7/2/20,LA,3255,3147,17,108
7/2/20,MA,8132,7918,51,214
7/2/20,MD,3212,3086,7,126
7/2/20,ME,105,104,0,1
7/2/20,MI,6212,5966,14,246
7/2/20,MN,1495,1458,13,37
7/2/20,MO,1022,,5,
7/2/20,MP,2,,0,
7/2/20,MS,1092,1074,10,18
7/2/20,MT,22,,0,
7/2/20,NC,1391,1391,18,
7/2/20,ND,89,,0,
7/2/20,NE,276,,2,
7/2/20,NH,373,,2,
7/2/20,NJ,15014,13251,27,1763
7/2/20,NM,503,,3,
7/2/20,NV,525,,14,
7/2/20,NY,24877,,11,
7/2/20,OH,2903,2653,27,250
7/2/20,OK,395,,6,
7/2/20,OR,208,,1,
7/2/20,PA,6712,,63,
7/2/20,PR,153,59,0,94
7/2/20,RI,959,,3,
7/2/20,SC,784,777,18,7
7/2/20,SD,97,,4,
7/2/20,TN,620,594,11,26
7/2/20,TX,2525,,44,
7/2/20,UT,176,,3,
7/2/20,VA,1816,1712,30,104
7/2/20,VI,6,,0,
7/2/20,VT,56,56,0,
7/2/20,WA,1339,1339,7,
7/2/20,WI,800,793,7,7
7/2/20,WV,93,,0,
7/2/20,WY,20,,0,
7/1/20,AK,14,14,0,
7/1/20,AL,972,947,22,25
7/1/20,AR,277,,7,
7/1/20,AS,0,,0,
7/1/20,AZ,1720,1607,88,113
7/1/20,CA,6090,,110,
7/1/20,CO,1697,1362,7,335
7/1/20,CT,4324,3457,2,867
7/1/20,DC,553,,2,
7/1/20,DE,509,451,0,58
7/1/20,FL,3650,3650,46,
7/1/20,GA,2827,,22,
7/1/20,GU,5,,0,
7/1/20,HI,18,18,0,
7/1/20,IA,717,,2,
7/1/20,ID,92,72,1,20
7/1/20,IL,7152,6951,28,201
7/1/20,IN,2650,2456,10,194
7/1/20,KS,272,,2,
7/1/20,KY,572,568,7,4
7/1/20,LA,3238,3130,17,108
7/1/20,MA,8081,7902,27,179
7/1/20,MD,3205,3077,15,128
7/1/20,ME,105,104,0,1
7/1/20,MI,6198,5951,5,247
7/1/20,MN,1482,1445,6,37
7/1/20,MO,1017,,2,
7/1/20,MP,2,,0,
7/1/20,MS,1082,1064,9,18
7/1/20,MT,22,,0,
7/1/20,NC,1373,1373,30,
7/1/20,ND,89,,1,
7/1/20,NE,274,,5,
7/1/20,NH,371,,4,
7/1/20,NJ,14987,13224,43,1763
7/1/20,NM,500,,3,
7/1/20,NV,511,,4,
7/1/20,NY,24866,,11,
7/1/20,OH,2876,2626,13,250
7/1/20,OK,389,,2,
7/1/20,OR,207,,3,
7/1/20,PA,6649,,0,
7/1/20,PR,153,59,0,94
7/1/20,RI,956,,6,
7/1/20,SC,766,759,27,7
7/1/20,SD,93,,2,
7/1/20,TN,609,583,5,26
7/1/20,TX,2481,,57,
7/1/20,UT,173,,1,
7/1/20,VA,1786,1681,23,105
7/1/20,VI,6,,0,
7/1/20,VT,56,56,0,
7/1/20,WA,1332,1332,12,
7/1/20,WI,793,786,9,7
7/1/20,WV,93,,0,
7/1/20,WY,20,,0,
6/30/20,AK,14,14,0,
6/30/20,AL,950,926,21,24
6/30/20,AR,270,,5,
6/30/20,AS,0,,0,
6/30/20,AZ,1632,1529,44,103
6/30/20,CA,5980,,44,
6/30/20,CO,1690,1355,8,335
6/30/20,CT,4322,3453,2,869
6/30/20,DC,551,,0,
6/30/20,DE,509,451,2,58
6/30/20,FL,3604,3604,58,
6/30/20,GA,2805,,21,
6/30/20,GU,5,,0,
6/30/20,HI,18,18,0,
6/30/20,IA,715,,7,
6/30/20,ID,91,71,0,20
6/30/20,IL,7124,6923,21,201
6/30/20,IN,2640,2448,16,192
6/30/20,KS,270,,0,
6/30/20,KY,565,561,5,4
6/30/20,LA,3221,3113,22,108
6/30/20,MA,8054,7874,-41,180
6/30/20,MD,3190,3062,15,128
6/30/20,ME,105,104,0,1
6/30/20,MI,6193,5947,32,246
6/30/20,MN,1476,1441,6,35
6/30/20,MO,1015,,17,
6/30/20,MP,2,,0,
6/30/20,MS,1073,1056,14,17
6/30/20,MT,22,,0,
6/30/20,NC,1343,1343,18,
6/30/20,ND,88,,0,
6/30/20,NE,269,,2,
6/30/20,NH,367,,0,
6/30/20,NJ,14944,13181,43,1763
6/30/20,NM,497,,4,
6/30/20,NV,507,,3,
6/30/20,NY,24855,,13,
6/30/20,OH,2863,2615,45,248
6/30/20,OK,387,,2,
6/30/20,OR,204,,2,
6/30/20,PA,6649,,35,
6/30/20,PR,153,59,0,94
6/30/20,RI,950,,4,
6/30/20,SC,739,735,19,4
6/30/20,SD,91,,0,
6/30/20,TN,604,578,12,26
6/30/20,TX,2424,,21,
6/30/20,UT,172,,4,
6/30/20,VA,1763,1658,23,105
6/30/20,VI,6,,0,
6/30/20,VT,56,56,0,
6/30/20,WA,1320,1320,10,
6/30/20,WI,784,777,0,7
6/30/20,WV,93,,0,
6/30/20,WY,20,,0,
6/29/20,AK,14,14,0,
6/29/20,AL,929,905,10,24
6/29/20,AR,265,,6,
6/29/20,AS,0,,0,
6/29/20,AZ,1588,1488,0,100
6/29/20,CA,5936,,31,
6/29/20,CO,1682,1350,6,332
6/29/20,CT,4320,3451,4,869
6/29/20,DC,551,,1,
6/29/20,DE,507,449,0,58
6/29/20,FL,3546,3546,28,
6/29/20,GA,2784,,6,
6/29/20,GU,5,,0,
6/29/20,HI,18,18,0,
6/29/20,IA,708,,3,
6/29/20,ID,91,71,0,20
6/29/20,IL,7103,6902,14,201
6/29/20,IN,2624,2432,5,192
6/29/20,KS,270,,6,
6/29/20,KY,560,557,2,3
6/29/20,LA,3199,3091,0,108
6/29/20,MA,8095,7895,35,200
6/29/20,MD,3175,3048,7,127
6/29/20,ME,105,104,1,1
6/29/20,MI,6161,5915,3,246
6/29/20,MN,1470,1435,10,35
6/29/20,MO,998,,1,
6/29/20,MP,2,,0,
6/29/20,MS,1059,1042,20,17
6/29/20,MT,22,,0,
6/29/20,NC,1325,1325,3,
6/29/20,ND,88,,0,
6/29/20,NE,267,,0,
6/29/20,NH,367,,0,
6/29/20,NJ,14901,13138,19,1763
6/29/20,NM,493,,1,
6/29/20,NV,504,,4,
6/29/20,NY,24842,,7,
6/29/20,OH,2818,2575,11,243
6/29/20,OK,385,,0,
6/29/20,OR,202,,0,
6/29/20,PA,6614,,35,
6/29/20,PR,153,59,0,94
6/29/20,RI,946,,19,
6/29/20,SC,720,717,4,3
6/29/20,SD,91,,0,
6/29/20,TN,592,568,8,24
6/29/20,TX,2403,,10,
6/29/20,UT,168,,1,
6/29/20,VA,1740,1635,8,105
6/29/20,VI,6,,0,
6/29/20,VT,56,56,0,
6/29/20,WA,1310,1310,0,
6/29/20,WI,784,777,7,7
6/29/20,WV,93,,0,
6/29/20,WY,20,,0,
6/28/20,AK,14,14,0,
6/28/20,AL,919,898,0,21
6/28/20,AR,259,,10,
6/28/20,AS,0,,0,
6/28/20,AZ,1588,1488,9,100
6/28/20,CA,5905,,33,
6/28/20,CO,1676,1344,2,332
6/28/20,CT,4316,3448,5,868
6/28/20,DC,550,,2,
6/28/20,DE,507,449,0,58
6/28/20,FL,3518,3518,29,
6/28/20,GA,2778,,2,
6/28/20,GU,5,,0,
6/28/20,HI,18,18,1,
6/28/20,IA,705,,1,
6/28/20,ID,91,71,1,20
6/28/20,IL,7089,6888,15,201
6/28/20,IN,2619,2427,3,192
6/28/20,KS,264,,0,
6/28/20,KY,558,555,5,3
6/28/20,LA,3199,3086,9,113
6/28/20,MA,8060,7860,19,200
6/28/20,MD,3168,3042,11,126
6/28/20,ME,104,103,0,1
6/28/20,MI,6158,5912,5,246
6/28/20,MN,1460,1425,8,35
6/28/20,MO,997,,1,
6/28/20,MP,2,,0,
6/28/20,MS,1039,1022,4,17
6/28/20,MT,22,,0,
6/28/20,NC,1322,1322,10,
6/28/20,ND,88,,1,
6/28/20,NE,267,,1,
6/28/20,NH,367,,2,
6/28/20,NJ,14882,13121,27,1761
6/28/20,NM,492,,1,
6/28/20,NV,500,,0,
6/28/20,NY,24835,,5,
6/28/20,OH,2807,2564,3,243
6/28/20,OK,385,,1,
6/28/20,OR,202,,0,
6/28/20,PA,6579,,0,
6/28/20,PR,153,59,1,94
6/28/20,RI,927,,0,
6/28/20,SC,716,712,5,4
6/28/20,SD,91,,0,
6/28/20,TN,584,560,0,24
6/28/20,TX,2393,,27,
6/28/20,UT,167,,0,
6/28/20,VA,1732,1628,8,104
6/28/20,VI,6,,0,
6/28/20,VT,56,56,0,
6/28/20,WA,1310,1310,6,
6/28/20,WI,777,777,0,
6/28/20,WV,93,,0,
6/28/20,WY,20,,0,
6/27/20,AK,14,14,0,
6/27/20,AL,919,898,12,21
6/27/20,AR,249,,9,
6/27/20,AS,0,,0,
6/27/20,AZ,1579,1479,44,100
6/27/20,CA,5872,,60,
6/27/20,CO,1674,1343,1,331
6/27/20,CT,4311,3443,4,868
6/27/20,DC,548,,2,
6/27/20,DE,507,449,0,58
6/27/20,FL,3489,3489,25,
6/27/20,GA,2776,,6,
6/27/20,GU,5,,0,
6/27/20,HI,17,17,0,
6/27/20,IA,704,,0,
6/27/20,ID,90,70,0,20
6/27/20,IL,7074,6873,26,201
6/27/20,IN,2616,2424,21,192
6/27/20,KS,264,,0,
6/27/20,KY,553,550,0,3
6/27/20,LA,3190,3077,0,113
6/27/20,MA,8041,7841,28,200
6/27/20,MD,3157,3030,15,127
6/27/20,ME,104,103,1,1
6/27/20,MI,6153,5907,19,246
6/27/20,MN,1452,1417,6,35
6/27/20,MO,996,,6,
6/27/20,MP,2,,0,
6/27/20,MS,1035,1018,13,17
6/27/20,MT,22,,0,
6/27/20,NC,1312,1312,9,
6/27/20,ND,87,,0,
6/27/20,NE,266,,6,
6/27/20,NH,365,,0,
6/27/20,NJ,14855,13094,36,1761
6/27/20,NM,491,,2,
6/27/20,NV,500,,2,
6/27/20,NY,24830,,16,
6/27/20,OH,2804,2561,16,243
6/27/20,OK,384,,7,
6/27/20,OR,202,,5,
6/27/20,PA,6579,,0,
6/27/20,PR,152,58,1,94
6/27/20,RI,927,,0,
6/27/20,SC,711,707,17,4
6/27/20,SD,91,,3,
6/27/20,TN,584,560,7,24
6/27/20,TX,2366,,42,
6/27/20,UT,167,,1,
6/27/20,VA,1724,1620,24,104
6/27/20,VI,6,,0,
6/27/20,VT,56,56,0,
6/27/20,WA,1304,1304,4,
6/27/20,WI,777,777,11,
6/27/20,WV,93,,1,
6/27/20,WY,20,,0,
6/26/20,AK,14,14,2,
6/26/20,AL,907,887,11,20
6/26/20,AR,240,,0,
6/26/20,AS,0,,0,
6/26/20,AZ,1535,1435,45,100
6/26/20,CA,5812,,79,
6/26/20,CO,1673,1342,4,331
6/26/20,CT,4307,3440,9,867
6/26/20,DC,546,,3,
6/26/20,DE,507,449,0,58
6/26/20,FL,3464,3464,41,
6/26/20,GA,2770,,25,
6/26/20,GU,5,,0,
6/26/20,HI,17,17,0,
6/26/20,IA,704,,9,
6/26/20,ID,90,70,0,20
6/26/20,IL,7048,6847,34,201
6/26/20,IN,2595,2403,9,192
6/26/20,KS,264,,3,
6/26/20,KY,553,550,7,3
6/26/20,LA,3190,3077,26,113
6/26/20,MA,8013,7815,50,198
6/26/20,MD,3142,3015,13,127
6/26/20,ME,103,102,0,1
6/26/20,MI,6134,5888,1,246
6/26/20,MN,1446,1411,5,35
6/26/20,MO,990,,8,
6/26/20,MP,2,,0,
6/26/20,MS,1022,1005,6,17
6/26/20,MT,22,,1,
6/26/20,NC,1303,1303,19,
6/26/20,ND,87,,0,
6/26/20,NE,260,,3,
6/26/20,NH,365,,18,
6/26/20,NJ,14819,13060,43,1759
6/26/20,NM,489,,4,
6/26/20,NV,498,,3,
6/26/20,NY,24814,,14,
6/26/20,OH,2788,2545,16,243
6/26/20,OK,377,,2,
6/26/20,OR,197,,2,
6/26/20,PA,6579,,22,
6/26/20,PR,151,57,0,94
6/26/20,RI,927,,7,
6/26/20,SC,694,692,1,2
6/26/20,SD,88,,1,
6/26/20,TN,577,552,10,25
6/26/20,TX,2324,,28,
6/26/20,UT,166,,2,
6/26/20,VA,1700,1596,25,104
6/26/20,VI,6,,0,
6/26/20,VT,56,56,0,
6/26/20,WA,1300,1300,7,
6/26/20,WI,766,766,0,
6/26/20,WV,92,,0,
6/26/20,WY,20,,0,
6/25/20,AK,12,12,0,
6/25/20,AL,896,880,5,16
6/25/20,AR,240,,0,
6/25/20,AS,0,,0,
6/25/20,AZ,1490,1393,27,97
6/25/20,CA,5733,,101,
6/25/20,CO,1669,1337,2,332
6/25/20,CT,4298,3434,11,864
6/25/20,DC,543,,2,
6/25/20,DE,507,449,2,58
6/25/20,FL,3423,3423,46,
6/25/20,GA,2745,,47,
6/25/20,GU,5,,0,
6/25/20,HI,17,17,0,
6/25/20,IA,695,,3,
6/25/20,ID,90,70,1,20
6/25/20,IL,7014,6810,40,204
6/25/20,IN,2586,2394,8,192
6/25/20,KS,261,,0,
6/25/20,KY,546,542,8,4
6/25/20,LA,3164,3051,12,113
6/25/20,MA,7963,7776,25,187
6/25/20,MD,3129,3001,21,128
6/25/20,ME,103,102,0,1
6/25/20,MI,6133,5886,19,247
6/25/20,MN,1441,1406,9,35
6/25/20,MO,982,,7,
6/25/20,MP,2,,0,
6/25/20,MS,1016,999,5,17
6/25/20,MT,21,,0,
6/25/20,NC,1284,1284,18,
6/25/20,ND,87,,1,
6/25/20,NE,257,,1,
6/25/20,NH,347,,4,
6/25/20,NJ,14776,13018,23,1758
6/25/20,NM,485,,5,
6/25/20,NV,495,,1,
6/25/20,NY,24800,,18,
6/25/20,OH,2772,2530,17,242
6/25/20,OK,375,,3,
6/25/20,OR,195,,3,
6/25/20,PA,6557,,39,
6/25/20,PR,151,57,2,94
6/25/20,RI,920,,8,
6/25/20,SC,693,691,10,2
6/25/20,SD,87,,3,
6/25/20,TN,567,540,11,27
6/25/20,TX,2296,,47,
6/25/20,UT,164,,1,
6/25/20,VA,1675,1572,14,103
6/25/20,VI,6,,0,
6/25/20,VT,56,56,0,
6/25/20,WA,1293,1293,9,
6/25/20,WI,766,766,9,
6/25/20,WV,92,,0,
6/25/20,WY,20,,0,
6/24/20,AK,12,12,0,
6/24/20,AL,891,879,27,12
6/24/20,AR,240,,3,
6/24/20,AS,0,,0,
6/24/20,AZ,1463,1366,79,97
6/24/20,CA,5632,,52,
6/24/20,CO,1667,1335,2,332
6/24/20,CT,4287,3423,10,864
6/24/20,DC,541,,4,
6/24/20,DE,505,447,1,58
6/24/20,FL,3377,3377,44,
6/24/20,GA,2698,,10,
6/24/20,GU,5,,0,
6/24/20,HI,17,17,0,
6/24/20,IA,692,,4,
6/24/20,ID,89,69,0,20
6/24/20,IL,6974,6770,63,204
6/24/20,IN,2578,2386,9,192
6/24/20,KS,261,,2,
6/24/20,KY,538,534,1,4
6/24/20,LA,3152,3039,18,113
6/24/20,MA,7938,7752,48,186
6/24/20,MD,3108,2978,16,130
6/24/20,ME,103,102,1,1
6/24/20,MI,6114,5868,5,246
6/24/20,MN,1432,1397,7,35
6/24/20,MO,975,,14,
6/24/20,MP,2,,0,
6/24/20,MS,1011,994,22,17
6/24/20,MT,21,,0,
6/24/20,NC,1266,1266,15,
6/24/20,ND,86,,2,
6/24/20,NE,256,,7,
6/24/20,NH,343,,4,
6/24/20,NJ,14753,12995,46,1758
6/24/20,NM,480,,4,
6/24/20,NV,494,,2,
6/24/20,NY,24782,,16,
6/24/20,OH,2755,2516,20,239
6/24/20,OK,372,,1,
6/24/20,OR,192,,0,
6/24/20,PA,6518,,54,
6/24/20,PR,149,57,0,92
6/24/20,RI,912,,6,
6/24/20,SC,683,683,10,0
6/24/20,SD,84,,1,
6/24/20,TN,556,535,14,21
6/24/20,TX,2249,,29,
6/24/20,UT,163,,0,
6/24/20,VA,1661,1559,16,102
6/24/20,VI,6,,0,
6/24/20,VT,56,56,0,
6/24/20,WA,1284,1284,8,
6/24/20,WI,757,757,7,
6/24/20,WV,92,,0,
6/24/20,WY,20,,0,
6/23/20,AK,12,12,0,
6/23/20,AL,864,854,23,10
6/23/20,AR,237,,10,
6/23/20,AS,0,,0,
6/23/20,AZ,1384,1291,42,93
6/23/20,CA,5580,,65,
6/23/20,CO,1665,1330,14,335
6/23/20,CT,4277,3414,14,863
6/23/20,DC,537,,2,
6/23/20,DE,504,446,0,58
6/23/20,FL,3333,3333,67,
6/23/20,GA,2688,,40,
6/23/20,GU,5,,0,
6/23/20,HI,17,17,0,
6/23/20,IA,688,,2,
6/23/20,ID,89,69,0,20
6/23/20,IL,6911,6707,36,204
6/23/20,IN,2569,2377,16,192
6/23/20,KS,259,,0,
6/23/20,KY,537,533,11,4
6/23/20,LA,3134,3021,17,113
6/23/20,MA,7890,7710,16,180
6/23/20,MD,3092,2963,18,129
6/23/20,ME,102,101,0,1
6/23/20,MI,6109,5864,12,245
6/23/20,MN,1425,1393,9,32
6/23/20,MO,961,,0,
6/23/20,MP,2,,0,
6/23/20,MS,989,972,11,17
6/23/20,MT,21,,0,
6/23/20,NC,1251,1251,28,
6/23/20,ND,84,,1,
6/23/20,NE,249,,5,
6/23/20,NH,339,,0,
6/23/20,NJ,14707,12949,56,1758
6/23/20,NM,476,,7,
6/23/20,NV,492,,0,
6/23/20,NY,24766,,27,
6/23/20,OH,2735,2497,31,238
6/23/20,OK,371,,2,
6/23/20,OR,192,,2,
6/23/20,PA,6464,,38,
6/23/20,PR,149,57,0,92
6/23/20,RI,906,,3,
6/23/20,SC,673,673,14,0
6/23/20,SD,83,,2,
6/23/20,TN,542,521,11,21
6/23/20,TX,2220,,28,
6/23/20,UT,163,,5,
6/23/20,VA,1645,1542,25,103
6/23/20,VI,6,,0,
6/23/20,VT,56,56,0,
6/23/20,WA,1276,1276,6,
6/23/20,WI,750,750,5,
6/23/20,WV,92,,3,
6/23/20,WY,20,,0,
6/22/20,AK,12,12,0,
6/22/20,AL,841,831,2,10
6/22/20,AR,227,,3,
6/22/20,AS,0,,0,
6/22/20,AZ,1342,1251,3,91
6/22/20,CA,5515,,20,
6/22/20,CO,1651,1314,4,337
6/22/20,CT,4263,3403,3,860
6/22/20,DC,535,,2,
6/22/20,DE,504,446,0,58
6/22/20,FL,3266,3266,12,
6/22/20,GA,2648,,5,
6/22/20,GU,5,,0,
6/22/20,HI,17,17,0,
6/22/20,IA,686,,1,
6/22/20,ID,89,69,0,20
6/22/20,IL,6875,6671,24,204
6/22/20,IN,2553,2363,13,190
6/22/20,KS,259,,5,
6/22/20,KY,526,522,0,4
6/22/20,LA,3117,3004,12,113
6/22/20,MA,7874,7694,16,180
6/22/20,MD,3074,2945,8,129
6/22/20,ME,102,102,0,
6/22/20,MI,6097,5853,7,244
6/22/20,MN,1416,1384,4,32
6/22/20,MO,961,,5,
6/22/20,MP,2,,0,
6/22/20,MS,978,961,40,17
6/22/20,MT,21,,1,
6/22/20,NC,1223,1223,3,
6/22/20,ND,83,,0,
6/22/20,NE,244,,0,
6/22/20,NH,339,,0,
6/22/20,NJ,14651,12895,28,1756
6/22/20,NM,469,,0,
6/22/20,NV,492,,0,
6/22/20,NY,24739,,14,
6/22/20,OH,2704,2467,4,237
6/22/20,OK,369,,0,
6/22/20,OR,190,,1,
6/22/20,PA,6426,,3,
6/22/20,PR,149,57,0,92
6/22/20,RI,903,,9,
6/22/20,SC,659,659,6,0
6/22/20,SD,81,,0,
6/22/20,TN,531,510,5,21
6/22/20,TX,2192,,10,
6/22/20,UT,158,,0,
6/22/20,VA,1620,1517,9,103
6/22/20,VI,6,,0,
6/22/20,VT,56,56,0,
6/22/20,WA,1270,1270,5,
6/22/20,WI,745,745,1,
6/22/20,WV,89,,0,
6/22/20,WY,20,,0,
6/21/20,AK,12,12,0,
6/21/20,AL,839,829,1,10
6/21/20,AR,224,,0,
6/21/20,AS,0,,0,
6/21/20,AZ,1339,1248,1,91
6/21/20,CA,5495,,71,
6/21/20,CO,1647,1310,0,337
6/21/20,CT,4260,3401,9,859
6/21/20,DC,533,,2,
6/21/20,DE,504,446,0,58
6/21/20,FL,3254,3254,17,
6/21/20,GA,2643,,1,
6/21/20,GU,5,,0,
6/21/20,HI,17,17,0,
6/21/20,IA,685,,4,
6/21/20,ID,89,69,0,20
6/21/20,IL,6851,6647,22,204
6/21/20,IN,2540,2350,4,190
6/21/20,KS,254,,0,
6/21/20,KY,526,523,2,3
6/21/20,LA,3105,2993,1,112
6/21/20,MA,7858,7677,30,181
6/21/20,MD,3066,2937,14,129
6/21/20,ME,102,102,0,
6/21/20,MI,6090,5846,3,244
6/21/20,MN,1412,1380,8,32
6/21/20,MO,956,,1,
6/21/20,MP,2,,0,
6/21/20,MS,938,922,0,16
6/21/20,MT,20,,0,
6/21/20,NC,1220,1220,8,
6/21/20,ND,83,,1,
6/21/20,NE,244,,0,
6/21/20,NH,339,,2,
6/21/20,NJ,14623,12870,15,1753
6/21/20,NM,469,,3,
6/21/20,NV,492,,1,
6/21/20,NY,24725,,15,
6/21/20,OH,2700,2463,3,237
6/21/20,OK,369,,1,
6/21/20,OR,189,,1,
6/21/20,PA,6423,,4,
6/21/20,PR,149,57,2,92
6/21/20,RI,894,,0,
6/21/20,SC,653,653,9,0
6/21/20,SD,81,,0,
6/21/20,TN,526,505,2,21
6/21/20,TX,2182,,17,
6/21/20,UT,158,,3,
6/21/20,VA,1611,1508,4,103
6/21/20,VI,6,,0,
6/21/20,VT,56,56,0,
6/21/20,WA,1265,1265,10,
6/21/20,WI,744,744,0,
6/21/20,WV,89,,1,
6/21/20,WY,20,,0,
6/20/20,AK,12,12,0,
6/20/20,AL,838,828,16,10
6/20/20,AR,224,,10,
6/20/20,AS,0,,0,
6/20/20,AZ,1338,1247,26,91
6/20/20,CA,5424,,64,
6/20/20,CO,1647,1310,4,337
6/20/20,CT,4251,3394,13,857
6/20/20,DC,531,,1,
6/20/20,DE,504,446,0,58
6/20/20,FL,3237,3237,40,
6/20/20,GA,2642,,6,
6/20/20,GU,5,,0,
6/20/20,HI,17,17,0,
6/20/20,IA,681,,0,
6/20/20,ID,89,69,0,20
6/20/20,IL,6829,6625,111,204
6/20/20,IN,2536,2346,20,190
6/20/20,KS,254,,0,
6/20/20,KY,524,521,2,3
6/20/20,LA,3104,2992,20,112
6/20/20,MA,7828,7647,28,181
