date,state,death,deathConfirmed,deathIncrease,deathProbable
3/7/21,AK,305,,0,
3/7/21,AL,10148,7963,-1,2185
3/7/21,AR,5319,4308,22,1011
3/7/21,AS,0,,0,
3/7/21,AZ,16328,14403,5,1925
3/7/21,CA,54124,,258,
3/7/21,CO,5989,5251,3,735
3/7/21,CT,7704,6327,0,1377
3/7/21,DC,1030,,0,
3/7/21,DE,1473,1337,9,136
3/7/21,FL,32266,,66,
3/7/21,GA,17906,15598,1,2308
3/7/21,GU,133,,0,
3/7/21,HI,445,445,1,
3/7/21,IA,5558,,6,
3/7/21,ID,1879,1652,3,227
3/7/21,IL,23014,20763,12,2251
3/7/21,IN,12737,12310,11,427
3/7/21,KS,4812,,0,
3/7/21,KY,4819,4369,13,450
3/7/21,LA,9748,9033,32,715
3/7/21,MA,16417,16085,43,332
3/7/21,MD,7955,7773,14,182
3/7/21,ME,706,683,2,23
3/7/21,MI,16658,15666,0,992
3/7/21,MN,6550,6276,4,274
3/7/21,MO,8161,,0,
3/7/21,MP,2,2,0,
3/7/21,MS,6808,4737,3,2071
3/7/21,MT,1381,,0,
3/7/21,NC,11502,10169,0,1333
3/7/21,ND,1478,,0,
3/7/21,NE,2113,,0,
3/7/21,NH,1184,,3,
3/7/21,NJ,23574,21177,17,2397
3/7/21,NM,3808,,12,
3/7/21,NV,5037,,1,
3/7/21,NY,39029,,59,
3/7/21,OH,17656,14752,0,2594
3/7/21,OK,4534,,0,
3/7/21,OR,2296,,3,
3/7/21,PA,24349,,32,
3/7/21,PR,2059,1749,0,310
3/7/21,RI,2541,,0,
3/7/21,SC,8754,7744,35,1010
3/7/21,SD,1900,,2,
3/7/21,TN,11543,9278,0,2265
3/7/21,TX,44451,,84,
3/7/21,UT,1976,,1,
3/7/21,VA,9596,8104,77,1492
3/7/21,VI,25,25,0,
3/7/21,VT,208,,0,
3/7/21,WA,5041,,0,
3/7/21,WI,7106,6481,4,625
3/7/21,WV,2325,1981,2,344
3/7/21,WY,682,,0,
3/6/21,AK,305,,0,
3/6/21,AL,10149,7963,27,2186
3/6/21,AR,5297,4302,14,995
3/6/21,AS,0,,0,
3/6/21,AZ,16323,14395,54,1928
3/6/21,CA,53866,,418,
3/6/21,CO,5986,5251,0,735
3/6/21,CT,7704,6327,0,1377
3/6/21,DC,1030,,3,
3/6/21,DE,1464,1328,11,136
3/6/21,FL,32200,,107,
3/6/21,GA,17905,15597,90,2308
3/6/21,GU,133,,0,
3/6/21,HI,444,444,1,
3/6/21,IA,5552,,3,
3/6/21,ID,1876,1649,0,227
3/6/21,IL,23002,20750,56,2252
3/6/21,IN,12726,12299,29,427
3/6/21,KS,4812,,0,
3/6/21,KY,4806,4356,52,450
3/6/21,LA,9716,9007,0,709
3/6/21,MA,16374,16044,52,330
3/6/21,MD,7941,7759,11,182
3/6/21,ME,704,681,0,23
3/6/21,MI,16658,15666,57,992
3/6/21,MN,6546,6272,12,274
3/6/21,MO,8161,,3,
3/6/21,MP,2,2,0,
3/6/21,MS,6805,4734,22,2071
3/6/21,MT,1381,,2,
3/6/21,NC,11502,10169,56,1333
3/6/21,ND,1478,,0,
3/6/21,NE,2113,,1,
3/6/21,NH,1181,,3,
3/6/21,NJ,23557,21160,36,2397
3/6/21,NM,3796,,9,
3/6/21,NV,5036,,16,
3/6/21,NY,38970,,79,
3/6/21,OH,17656,14752,0,2594
3/6/21,OK,4534,,0,
3/6/21,OR,2293,,9,
3/6/21,PA,24317,,55,
3/6/21,PR,2059,1749,3,310
3/6/21,RI,2541,,0,
3/6/21,SC,8719,7711,20,1008
3/6/21,SD,1898,,2,
3/6/21,TN,11543,9278,9,2265
3/6/21,TX,44367,,233,
3/6/21,UT,1975,,5,
3/6/21,VA,9519,8090,91,1429
3/6/21,VI,25,25,0,
3/6/21,VT,208,,1,
3/6/21,WA,5041,,9,
3/6/21,WI,7102,6478,8,624
3/6/21,WV,2323,1979,5,344
3/6/21,WY,682,,0,
3/5/21,AK,305,,2,
3/5/21,AL,10122,7943,28,2179
3/5/21,AR,5283,4291,10,992
3/5/21,AS,0,,0,
3/5/21,AZ,16269,14339,84,1930
3/5/21,CA,53448,,400,
3/5/21,CO,5986,5250,12,736
3/5/21,CT,7704,6327,11,1377
3/5/21,DC,1027,,3,
3/5/21,DE,1453,1317,9,136
3/5/21,FL,32093,,138,
3/5/21,GA,17815,15526,65,2289
3/5/21,GU,133,,2,
3/5/21,HI,443,443,2,
3/5/21,IA,5549,,13,
3/5/21,ID,1876,1649,0,227
3/5/21,IL,22946,20700,44,2246
3/5/21,IN,12697,12263,34,434
3/5/21,KS,4812,,-4,
3/5/21,KY,4754,4311,22,443
3/5/21,LA,9716,9007,30,709
3/5/21,MA,16322,15992,26,330
3/5/21,MD,7930,7748,8,182
3/5/21,ME,704,681,-1,23
3/5/21,MI,16601,15610,12,991
3/5/21,MN,6534,6261,13,273
3/5/21,MO,8158,,8,
3/5/21,MP,2,2,0,
3/5/21,MS,6783,4724,19,2059
3/5/21,MT,1379,,4,
3/5/21,NC,11446,10125,47,1321
3/5/21,ND,1478,,0,
3/5/21,NE,2112,,20,
3/5/21,NH,1178,,0,
3/5/21,NJ,23521,21124,30,2397
3/5/21,NM,3787,,18,
3/5/21,NV,5020,,15,
3/5/21,NY,38891,,95,
3/5/21,OH,17656,14752,467,2594
3/5/21,OK,4534,,0,
3/5/21,OR,2284,,32,
3/5/21,PA,24262,,43,
3/5/21,PR,2056,1747,3,309
3/5/21,RI,2541,,2,
3/5/21,SC,8699,7697,39,1002
3/5/21,SD,1896,,0,
3/5/21,TN,11534,9272,33,2262
3/5/21,TX,44134,,256,
3/5/21,UT,1970,,15,
3/5/21,VA,9428,8049,71,1379
3/5/21,VI,25,25,0,
3/5/21,VT,207,,0,
3/5/21,WA,5032,,20,
3/5/21,WI,7094,6477,12,617
3/5/21,WV,2318,1971,9,347
3/5/21,WY,682,,0,
3/4/21,AK,303,,0,
3/4/21,AL,10094,7920,65,2174
3/4/21,AR,5273,4283,12,990
3/4/21,AS,0,,0,
3/4/21,AZ,16185,14264,96,1921
3/4/21,CA,53048,,273,
3/4/21,CO,5974,5238,4,736
3/4/21,CT,7693,6320,15,1373
3/4/21,DC,1024,,1,
3/4/21,DE,1444,1308,4,136
3/4/21,FL,31955,,126,
3/4/21,GA,17750,15462,125,2288
3/4/21,GU,131,,0,
3/4/21,HI,441,441,0,
3/4/21,IA,5536,,35,
3/4/21,ID,1876,1649,5,227
3/4/21,IL,22902,20668,49,2234
3/4/21,IN,12663,12231,30,432
3/4/21,KS,4816,,0,
3/4/21,KY,4732,4292,28,440
3/4/21,LA,9686,8986,18,700
3/4/21,MA,16296,15967,44,329
3/4/21,MD,7922,7740,3,182
3/4/21,ME,705,682,0,23
3/4/21,MI,16589,15600,39,989
3/4/21,MN,6521,6248,14,273
3/4/21,MO,8150,,2,
3/4/21,MP,2,2,0,
3/4/21,MS,6764,4717,21,2047
3/4/21,MT,1375,,2,
3/4/21,NC,11399,10083,36,1316
3/4/21,ND,1478,,0,
3/4/21,NE,2092,,1,
3/4/21,NH,1178,,3,
3/4/21,NJ,23491,21094,42,2397
3/4/21,NM,3769,,16,
3/4/21,NV,5005,,18,
3/4/21,NY,38796,,61,
3/4/21,OH,17189,14752,0,2594
3/4/21,OK,4534,,0,
3/4/21,OR,2252,,27,
3/4/21,PA,24219,,50,
3/4/21,PR,2053,1745,5,308
3/4/21,RI,2539,,5,
3/4/21,SC,8660,7660,40,1000
3/4/21,SD,1896,,3,
3/4/21,TN,11501,9248,42,2253
3/4/21,TX,43878,,315,
3/4/21,UT,1955,,0,
3/4/21,VA,9357,8018,31,1339
3/4/21,VI,25,25,0,
3/4/21,VT,207,,0,
3/4/21,WA,5012,,24,
3/4/21,WI,7082,6470,13,612
3/4/21,WV,2309,1962,0,347
3/4/21,WY,682,,0,
3/3/21,AK,303,,1,
3/3/21,AL,10029,7872,38,2157
3/3/21,AR,5261,4272,7,989
3/3/21,AS,0,,0,
3/3/21,AZ,16089,14176,29,1913
3/3/21,CA,52775,,278,
3/3/21,CO,5970,5235,11,735
3/3/21,CT,7678,6306,20,1372
3/3/21,DC,1023,,4,
3/3/21,DE,1440,1304,14,136
3/3/21,FL,31829,,133,
3/3/21,GA,17625,15349,145,2276
3/3/21,GU,131,,0,
3/3/21,HI,441,441,2,
3/3/21,IA,5501,,3,
3/3/21,ID,1871,1645,4,226
3/3/21,IL,22853,20626,50,2227
3/3/21,IN,12633,12200,10,433
3/3/21,KS,4816,,73,
3/3/21,KY,4704,4267,33,437
3/3/21,LA,9668,8973,21,695
3/3/21,MA,16252,15925,70,327
3/3/21,MD,7919,7737,14,182
3/3/21,ME,705,682,2,23
3/3/21,MI,16550,15563,6,987
3/3/21,MN,6507,6235,17,272
3/3/21,MO,8148,,216,
3/3/21,MP,2,2,0,
3/3/21,MS,6743,4705,19,2038
3/3/21,MT,1373,,1,
3/3/21,NC,11363,10050,75,1313
3/3/21,ND,1478,,1,
3/3/21,NE,2091,,7,
3/3/21,NH,1175,,5,
3/3/21,NJ,23449,21052,128,2397
3/3/21,NM,3753,,13,
3/3/21,NV,4987,,20,
3/3/21,NY,38735,,75,
3/3/21,OH,17189,14752,0,2594
3/3/21,OK,4534,,0,
3/3/21,OR,2225,,13,
3/3/21,PA,24169,,69,
3/3/21,PR,2048,1741,8,307
3/3/21,RI,2534,,9,
3/3/21,SC,8620,7626,44,994
3/3/21,SD,1893,,5,
3/3/21,TN,11459,9215,23,2244
3/3/21,TX,43563,,297,
3/3/21,UT,1955,,6,
3/3/21,VA,9326,7993,383,1333
3/3/21,VI,25,25,0,
3/3/21,VT,207,,1,
3/3/21,WA,4988,,19,
3/3/21,WI,7069,6458,19,611
3/3/21,WV,2309,1962,8,347
3/3/21,WY,682,,0,
3/2/21,AK,302,,2,
3/2/21,AL,9991,7840,60,2151
3/2/21,AR,5254,4265,4,989
3/2/21,AS,0,,0,
3/2/21,AZ,16060,14158,81,1902
3/2/21,CA,52497,,303,
3/2/21,CO,5959,5223,7,736
3/2/21,CT,7658,6287,7,1371
3/2/21,DC,1019,,0,
3/2/21,DE,1426,1290,4,136
3/2/21,FL,31696,,140,
3/2/21,GA,17480,15209,104,2271
3/2/21,GU,131,,0,
3/2/21,HI,439,439,0,
3/2/21,IA,5498,,26,
3/2/21,ID,1867,1641,7,226
3/2/21,IL,22803,20583,44,2220
3/2/21,IN,12623,12192,28,431
3/2/21,KS,4743,,0,
3/2/21,KY,4671,4241,19,430
3/2/21,LA,9647,8957,19,690
3/2/21,MA,16182,15859,38,323
3/2/21,MD,7905,7723,26,182
3/2/21,ME,703,680,0,23
3/2/21,MI,16544,15558,25,986
3/2/21,MN,6490,6219,4,271
3/2/21,MO,7932,,13,
3/2/21,MP,2,2,0,
3/2/21,MS,6724,4698,43,2026
3/2/21,MT,1372,,15,
3/2/21,NC,11288,9987,34,1301
3/2/21,ND,1477,,2,
3/2/21,NE,2084,,2,
3/2/21,NH,1170,,0,
3/2/21,NJ,23321,20990,48,2331
3/2/21,NM,3740,,11,
3/2/21,NV,4967,,10,
3/2/21,NY,38660,,83,
3/2/21,OH,17189,14752,-157,2594
3/2/21,OK,4534,,56,
3/2/21,OR,2212,,4,
3/2/21,PA,24100,,74,
3/2/21,PR,2040,1736,3,304
3/2/21,RI,2525,,8,
3/2/21,SC,8576,7606,14,970
3/2/21,SD,1888,,0,
3/2/21,TN,11436,9195,15,2241
3/2/21,TX,43266,,271,
3/2/21,UT,1949,,9,
3/2/21,VA,8943,7674,160,1269
3/2/21,VI,25,,0,
3/2/21,VT,206,,1,
3/2/21,WA,4969,,13,
3/2/21,WI,7050,6440,36,610
3/2/21,WV,2301,1955,1,346
3/2/21,WY,682,,11,
3/1/21,AK,300,,10,
3/1/21,AL,9931,7789,2,2142
3/1/21,AR,5250,4257,7,993
3/1/21,AS,0,,0,
3/1/21,AZ,15979,14100,-1,1879
3/1/21,CA,52194,,215,
3/1/21,CO,5952,5218,1,734
3/1/21,CT,7651,6280,29,1371
3/1/21,DC,1019,,2,
3/1/21,DE,1422,1286,0,136
3/1/21,FL,31556,,150,
3/1/21,GA,17376,15148,81,2228
3/1/21,GU,131,,0,
3/1/21,HI,439,439,0,
3/1/21,IA,5472,,1,
3/1/21,ID,1860,1634,0,226
3/1/21,IL,22759,20536,24,2223
3/1/21,IN,12595,12162,22,433
3/1/21,KS,4743,,8,
3/1/21,KY,4652,4224,15,428
3/1/21,LA,9628,8941,20,687
3/1/21,MA,16144,15822,26,322
3/1/21,MD,7879,7697,10,182
3/1/21,ME,703,680,0,23
3/1/21,MI,16519,15534,11,985
3/1/21,MN,6486,6215,3,271
3/1/21,MO,7919,,0,
3/1/21,MP,2,2,0,
3/1/21,MS,6681,4672,0,2009
3/1/21,MT,1357,,0,
3/1/21,NC,11254,9959,42,1295
3/1/21,ND,1475,,3,
3/1/21,NE,2082,,0,
3/1/21,NH,1170,,0,
3/1/21,NJ,23273,20942,21,2331
3/1/21,NM,3729,,13,
3/1/21,NV,4957,,0,
3/1/21,NY,38577,,80,
3/1/21,OH,17346,14752,49,2594
3/1/21,OK,4478,,50,
3/1/21,OR,2208,,0,
3/1/21,PA,24026,,5,
3/1/21,PR,2037,1733,1,304
3/1/21,RI,2517,,3,
3/1/21,SC,8562,7592,32,970
3/1/21,SD,1888,,0,
3/1/21,TN,11421,9181,10,2240
3/1/21,TX,42995,,59,
3/1/21,UT,1940,,5,
3/1/21,VA,8783,7530,231,1253
3/1/21,VI,25,,0,
3/1/21,VT,205,,1,
3/1/21,WA,4956,,0,
3/1/21,WI,7014,6412,0,602
3/1/21,WV,2300,1955,0,345
3/1/21,WY,671,,0,
2/28/21,AK,290,,0,
2/28/21,AL,9929,7787,-1,2142
2/28/21,AR,5243,4251,-174,992
2/28/21,AS,0,,0,
2/28/21,AZ,15980,14099,13,1881
2/28/21,CA,51979,,158,
2/28/21,CO,5951,5217,6,734
2/28/21,CT,7622,6254,0,1368
2/28/21,DC,1017,,7,
2/28/21,DE,1422,1286,4,136
2/28/21,FL,31406,,126,
2/28/21,GA,17295,15068,1,2227
2/28/21,GU,131,,0,
2/28/21,HI,439,439,0,
2/28/21,IA,5471,,1,
2/28/21,ID,1860,1634,1,226
2/28/21,IL,22735,20516,25,2219
2/28/21,IN,12573,12142,17,431
2/28/21,KS,4735,,0,
2/28/21,KY,4637,4209,12,428
2/28/21,LA,9608,8923,21,685
2/28/21,MA,16118,15796,51,322
2/28/21,MD,7869,7687,13,182
2/28/21,ME,703,681,1,22
2/28/21,MI,16508,15522,0,986
2/28/21,MN,6483,6212,8,271
2/28/21,MO,7919,,-1,
2/28/21,MP,2,2,0,
2/28/21,MS,6681,4672,12,2009
2/28/21,MT,1357,,1,
2/28/21,NC,11212,9922,0,1290
2/28/21,ND,1472,,0,
2/28/21,NE,2082,,0,
2/28/21,NH,1170,,0,
2/28/21,NJ,23252,20921,14,2331
2/28/21,NM,3716,,16,
2/28/21,NV,4957,,0,
2/28/21,NY,38497,,90,
2/28/21,OH,17297,14709,60,2588
2/28/21,OK,4428,,49,
2/28/21,OR,2208,,2,
2/28/21,PA,24021,,84,
2/28/21,PR,2036,1733,4,303
2/28/21,RI,2514,,2,
2/28/21,SC,8530,7578,32,952
2/28/21,SD,1888,,2,
2/28/21,TN,11411,9170,18,2241
2/28/21,TX,42936,,197,
2/28/21,UT,1935,,6,
2/28/21,VA,8552,7334,170,1218
2/28/21,VI,25,,0,
2/28/21,VT,204,,0,
2/28/21,WA,4956,,0,
2/28/21,WI,7014,6412,0,602
2/28/21,WV,2300,1955,3,345
2/28/21,WY,671,,0,
2/27/21,AK,290,,0,
2/27/21,AL,9930,7787,61,2143
2/27/21,AR,5417,4357,10,1060
2/27/21,AS,0,,0,
2/27/21,AZ,15967,14091,70,1876
2/27/21,CA,51821,,439,
2/27/21,CO,5945,5211,5,734
2/27/21,CT,7622,6254,0,1368
2/27/21,DC,1010,,1,
2/27/21,DE,1418,1283,0,135
2/27/21,FL,31280,,118,
2/27/21,GA,17294,15067,75,2227
2/27/21,GU,131,,1,
2/27/21,HI,439,439,2,
2/27/21,IA,5470,,7,
2/27/21,ID,1859,1633,9,226
2/27/21,IL,22710,20494,35,2216
2/27/21,IN,12556,12125,25,431
2/27/21,KS,4735,,0,
2/27/21,KY,4625,4199,25,426
2/27/21,LA,9587,8906,0,681
2/27/21,MA,16067,15744,43,323
2/27/21,MD,7856,7674,18,182
2/27/21,ME,702,680,1,22
2/27/21,MI,16508,15522,70,986
2/27/21,MN,6475,6204,13,271
2/27/21,MO,7920,,7,
2/27/21,MP,2,2,0,
2/27/21,MS,6669,4667,31,2002
2/27/21,MT,1356,,2,
2/27/21,NC,11212,9922,26,1290
2/27/21,ND,1472,,0,
2/27/21,NE,2082,,4,
2/27/21,NH,1170,,3,
2/27/21,NJ,23238,20907,46,2331
2/27/21,NM,3700,,15,
2/27/21,NV,4957,,15,
2/27/21,NY,38407,,86,
2/27/21,OH,17237,14660,54,2577
2/27/21,OK,4379,,59,
2/27/21,OR,2206,,2,
2/27/21,PA,23937,,0,
2/27/21,PR,2032,1729,9,303
2/27/21,RI,2512,,10,
2/27/21,SC,8498,7546,21,952
2/27/21,SD,1886,,7,
2/27/21,TN,11393,9152,16,2241
2/27/21,TX,42739,,164,
2/27/21,UT,1929,,22,
2/27/21,VA,8382,7189,185,1193
2/27/21,VI,25,,0,
2/27/21,VT,204,,0,
2/27/21,WA,4956,,14,
2/27/21,WI,7014,6412,15,602
2/27/21,WV,2297,1952,6,345
2/27/21,WY,671,,0,
2/26/21,AK,290,,0,
2/26/21,AL,9869,7734,38,2135
2/26/21,AR,5407,4348,10,1059
2/26/21,AS,0,,0,
2/26/21,AZ,15897,14028,83,1869
2/26/21,CA,51382,,391,
2/26/21,CO,5940,5207,15,733
2/26/21,CT,7622,6254,8,1368
2/26/21,DC,1009,,4,
2/26/21,DE,1418,1283,12,135
2/26/21,FL,31162,,144,
2/26/21,GA,17219,15007,20,2212
2/26/21,GU,130,,0,
2/26/21,HI,437,437,2,
2/26/21,IA,5463,,25,
2/26/21,ID,1850,1628,10,222
2/26/21,IL,22675,20460,68,2215
2/26/21,IN,12531,12098,37,433
2/26/21,KS,4735,,11,
2/26/21,KY,4600,4175,30,425
2/26/21,LA,9587,8906,26,681
2/26/21,MA,16024,15703,46,321
2/26/21,MD,7838,7656,33,182
2/26/21,ME,701,679,0,22
2/26/21,MI,16438,15454,2,984
2/26/21,MN,6462,6191,12,271
2/26/21,MO,7913,,11,
2/26/21,MP,2,2,0,
2/26/21,MS,6638,4650,25,1988
2/26/21,MT,1354,,4,
2/26/21,NC,11186,9897,49,1289
2/26/21,ND,1472,,1,
2/26/21,NE,2078,,15,
2/26/21,NH,1167,,4,
2/26/21,NJ,23192,20861,45,2331
2/26/21,NM,3685,,14,
2/26/21,NV,4942,,9,
2/26/21,NY,38321,,94,
2/26/21,OH,17183,14621,58,2562
2/26/21,OK,4320,,18,
2/26/21,OR,2204,,10,
2/26/21,PA,23937,,69,
2/26/21,PR,2023,1720,7,303
2/26/21,RI,2502,,6,
2/26/21,SC,8477,7528,34,949
2/26/21,SD,1879,,7,
2/26/21,TN,11377,9138,56,2239
2/26/21,TX,42575,,290,
2/26/21,UT,1907,,17,
2/26/21,VA,8197,7037,234,1160
2/26/21,VI,25,,0,
2/26/21,VT,204,,1,
2/26/21,WA,4942,,30,
2/26/21,WI,6999,6399,5,600
2/26/21,WV,2291,1945,1,346
2/26/21,WY,671,,0,
2/25/21,AK,290,,0,
2/25/21,AL,9831,7706,87,2125
2/25/21,AR,5397,4339,10,1058
2/25/21,AS,0,,0,
2/25/21,AZ,15814,13957,121,1857
2/25/21,CA,50991,,1114,
2/25/21,CO,5925,5193,8,732
2/25/21,CT,7614,6248,19,1366
2/25/21,DC,1005,,4,
2/25/21,DE,1406,1273,4,133
2/25/21,FL,31018,,140,
2/25/21,GA,17199,14989,135,2210
2/25/21,GU,130,,0,
2/25/21,HI,435,435,0,
2/25/21,IA,5438,,23,
2/25/21,ID,1840,1620,0,220
2/25/21,IL,22607,20406,32,2201
2/25/21,IN,12494,12065,27,429
2/25/21,KS,4724,,0,
2/25/21,KY,4570,4146,43,424
2/25/21,LA,9561,8885,33,676
2/25/21,MA,15978,15657,33,321
2/25/21,MD,7805,7623,16,182
2/25/21,ME,701,679,zzz,22
2/25/21,MI,16436,15453,47,983
2/25/21,MN,6450,6179,7,271
2/25/21,MO,7902,,8,
2/25/21,MP,2,2,0,
2/25/21,MS,6613,4637,8,1976
2/25/21,MT,1350,,2,
2/25/21,NC,11137,9856,63,1281
2/25/21,ND,1471,,1,
2/25/21,NE,2063,,9,
2/25/21,NH,1163,,6,
2/25/21,NJ,23147,20816,70,2331
2/25/21,NM,3671,,13,
2/25/21,NV,4933,,14,
2/25/21,NY,38227,,92,
2/25/21,OH,17125,14573,80,2552
2/25/21,OK,4302,,38,
2/25/21,OR,2194,,32,
2/25/21,PA,23868,,81,
2/25/21,PR,2016,1714,9,302
2/25/21,RI,2496,,9,
2/25/21,SC,8443,7502,45,941
2/25/21,SD,1872,,8,
2/25/21,TN,11321,9098,55,2223
2/25/21,TX,42285,,305,
2/25/21,UT,1890,,11,
2/25/21,VA,7963,6848,156,1115
2/25/21,VI,25,,0,
2/25/21,VT,203,,2,
2/25/21,WA,4912,,31,
2/25/21,WI,6994,6394,58,600
2/25/21,WV,2290,1944,5,346
2/25/21,WY,671,,0,
2/24/21,AK,290,,0,
2/24/21,AL,9744,7643,84,2101
2/24/21,AR,5387,4330,10,1057
2/24/21,AS,0,,0,
2/24/21,AZ,15693,13846,43,1847
2/24/21,CA,49877,,314,
2/24/21,CO,5917,5185,10,732
2/24/21,CT,7595,6230,23,1365
2/24/21,DC,1001,,3,
2/24/21,DE,1402,1269,23,133
2/24/21,FL,30878,,129,
2/24/21,GA,17064,14882,137,2182
2/24/21,GU,130,,0,
2/24/21,HI,435,435,4,
2/24/21,IA,5415,,15,
2/24/21,ID,1840,1620,14,220
2/24/21,IL,22575,20374,47,2201
2/24/21,IN,12467,12039,17,428
2/24/21,KS,4724,,81,
2/24/21,KY,4527,4107,51,420
2/24/21,LA,9528,8860,25,668
2/24/21,MA,15945,15624,62,321
2/24/21,MD,7789,7607,27,182
2/24/21,ME,677,658,17,19
2/24/21,MI,16389,15405,9,984
2/24/21,MN,6443,6173,9,270
2/24/21,MO,7894,,9,
2/24/21,MP,2,2,0,
2/24/21,MS,6605,4633,28,1972
2/24/21,MT,1348,,2,
2/24/21,NC,11074,9804,109,1270
2/24/21,ND,1470,,2,
2/24/21,NE,2054,,4,
2/24/21,NH,1157,,2,
2/24/21,NJ,23077,20746,99,2331
2/24/21,NM,3658,,14,
2/24/21,NV,4919,,16,
2/24/21,NY,38135,,104,
2/24/21,OH,17045,14500,77,2545
2/24/21,OK,4264,,37,
2/24/21,OR,2162,,7,
2/24/21,PA,23787,,76,
2/24/21,PR,2007,1706,21,301
2/24/21,RI,2487,,11,
2/24/21,SC,8398,7460,41,938
2/24/21,SD,1864,,1,
2/24/21,TN,11266,9060,68,2206
2/24/21,TX,41980,,339,
2/24/21,UT,1879,,14,
2/24/21,VA,7807,6712,149,1095
2/24/21,VI,25,,0,
2/24/21,VT,201,,2,
2/24/21,WA,4881,,24,
2/24/21,WI,6936,6342,26,594
2/24/21,WV,2285,1941,11,344
2/24/21,WY,671,,0,
2/23/21,AK,290,,0,
2/23/21,AL,9660,7575,68,2085
2/23/21,AR,5377,4321,14,1056
2/23/21,AS,0,,0,
2/23/21,AZ,15650,13821,148,1829
2/23/21,CA,49563,,225,
2/23/21,CO,5907,5175,14,732
2/23/21,CT,7572,6211,10,1361
2/23/21,DC,998,,3,
2/23/21,DE,1379,1248,11,131
2/23/21,FL,30749,,154,
2/23/21,GA,16927,14761,92,2166
2/23/21,GU,130,,0,
2/23/21,HI,431,431,0,
2/23/21,IA,5400,,26,
2/23/21,ID,1826,1607,0,219
2/23/21,IL,22528,20330,22,2198
2/23/21,IN,12450,12025,43,425
2/23/21,KS,4643,,0,
2/23/21,KY,4476,4061,16,415
2/23/21,LA,9503,8834,26,669
2/23/21,MA,15883,15564,30,319
2/23/21,MD,7762,7580,30,182
2/23/21,ME,660,645,2,15
2/23/21,MI,16380,15396,37,984
2/23/21,MN,6434,6164,1,270
2/23/21,MO,7885,,170,
2/23/21,MP,2,2,0,
2/23/21,MS,6577,4619,24,1958
2/23/21,MT,1346,,5,
2/23/21,NC,10965,9718,31,1247
2/23/21,ND,1468,,0,
2/23/21,NE,2050,,3,
2/23/21,NH,1155,,1,
2/23/21,NJ,22978,20689,104,2289
2/23/21,NM,3644,,9,
2/23/21,NV,4903,,21,
2/23/21,NY,38031,,90,
2/23/21,OH,16968,14430,94,2538
2/23/21,OK,4227,,24,
2/23/21,OR,2155,,0,
2/23/21,PA,23711,,97,
2/23/21,PR,1986,1692,3,294
2/23/21,RI,2476,,10,
2/23/21,SC,8357,7436,25,921
2/23/21,SD,1863,,0,
2/23/21,TN,11198,9007,45,2191
2/23/21,TX,41641,,234,
2/23/21,UT,1865,,12,
2/23/21,VA,7658,6590,172,1068
2/23/21,VI,25,,0,
2/23/21,VT,199,,1,
2/23/21,WA,4857,,35,
2/23/21,WI,6910,6317,39,593
2/23/21,WV,2274,1934,11,340
2/23/21,WY,671,,9,
2/22/21,AK,290,,1,
2/22/21,AL,9592,7526,0,2066
2/22/21,AR,5363,4311,6,1052
2/22/21,AS,0,,0,
2/22/21,AZ,15502,13692,-3,1810
2/22/21,CA,49338,,233,
2/22/21,CO,5893,5165,1,728
2/22/21,CT,7562,6202,39,1360
2/22/21,DC,995,,0,
2/22/21,DE,1368,1237,1,131
2/22/21,FL,30595,,161,
2/22/21,GA,16835,14689,91,2146
2/22/21,GU,130,,0,
2/22/21,HI,431,431,0,
2/22/21,IA,5374,,38,
2/22/21,ID,1826,1607,0,219
2/22/21,IL,22506,20303,40,2203
2/22/21,IN,12407,11982,35,425
2/22/21,KS,4643,,29,
2/22/21,KY,4460,4046,13,414
2/22/21,LA,9477,8808,11,669
2/22/21,MA,15853,15534,27,319
2/22/21,MD,7732,7550,17,182
2/22/21,ME,658,643,0,15
2/22/21,MI,16343,15362,1,981
2/22/21,MN,6433,6163,1,270
2/22/21,MO,7715,,0,
2/22/21,MP,2,2,0,
2/22/21,MS,6553,4610,0,1943
2/22/21,MT,1341,,-1,
2/22/21,NC,10934,9691,8,1243
2/22/21,ND,1468,,3,
2/22/21,NE,2047,,0,
2/22/21,NH,1154,,0,
2/22/21,NJ,22874,20585,16,2289
2/22/21,NM,3635,,11,
2/22/21,NV,4882,,10,
2/22/21,NY,37941,,90,
2/22/21,OH,16874,14351,58,2523
2/22/21,OK,4203,,22,
2/22/21,OR,2155,,1,
2/22/21,PA,23614,,17,
2/22/21,PR,1983,1689,4,294
2/22/21,RI,2466,,3,
2/22/21,SC,8332,7417,8,915
2/22/21,SD,1863,,0,
2/22/21,TN,11153,8974,20,2179
2/22/21,TX,41407,,64,
2/22/21,UT,1853,,1,
2/22/21,VA,7486,6445,155,1041
2/22/21,VI,25,,0,
2/22/21,VT,198,,1,
2/22/21,WA,4822,,0,
2/22/21,WI,6871,6284,0,587
2/22/21,WV,2263,1926,2,337
2/22/21,WY,662,,0,
2/21/21,AK,289,,0,
2/21/21,AL,9592,7526,2,2066
2/21/21,AR,5357,4306,9,1051
2/21/21,AS,0,,0,
2/21/21,AZ,15505,13694,25,1811
2/21/21,CA,49105,,280,
2/21/21,CO,5892,5164,5,728
2/21/21,CT,7523,6166,0,1357
2/21/21,DC,995,,1,
2/21/21,DE,1367,1236,1,131
2/21/21,FL,30434,,95,
